City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
276,pimentel,-6.8367,-79.9342,71.89,68,0,24.16,PE,1701042210
277,charata,-27.2144,-61.188,73.94,95,100,9.37,AR,1701042210
278,opladen,51.0667,7.0167,42.69,81,100,7.09,DE,1701042210
279,khandyga,62.6667,135.6,-24.99,95,100,1.25,RU,1701042121
280,bikenibeu village,1.3673,173.1241,85.96,79,75,4.61,KI,1701042210
281,fale old settlement,-9.3852,-171.2468,85.57,76,18,16.73,TK,1701042210
282,dubbo,-32.25,148.6167,78.93,47,2,6.91,AU,1701042017
283,murzuq,25.9155,13.9184,55.98,44,0,7.2,LY,1701042211
284,luderitz,-26.6481,15.1594,69.4,50,0,18.34,,1701042211
285,terbanggi besar,-4.8667,105.2333,77.63,80,89,1.95,ID,1701042211
286,pauini,-7.7136,-66.9764,73.18,89,99,2.39,BR,1701042211
287,mount gambier,-37.8333,140.7667,57.45,64,100,8.97,AU,1701042211
288,emerald,-23.5333,148.1667,81.46,63,100,9.53,AU,1701042211
289,muisne,0.6,-80.0333,77.81,85,80,6.62,EC,1701042212
290,usinsk,65.9939,57.5281,-10.26,100,67,4.36,RU,1701042212
291,plastun,44.7561,136.2939,18.16,58,100,4.16,RU,1701042212
292,tadine,-21.55,167.8833,76.8,59,74,9.73,NC,1701042212
293,beau vallon,-20.4189,57.6953,75.43,88,75,3.44,MU,1701042212
294,prineville,44.2999,-120.8345,45.03,49,2,4.0,US,1701042212
295,parkway,38.496,-121.4588,62.76,31,0,8.05,US,1701042212
296,lisala,2.15,21.5167,68.72,92,82,1.79,CD,1701042213
297,batibo,5.8358,9.8553,64.74,92,55,1.97,CM,1701042213
298,daru,-9.0763,143.2092,88.74,57,89,6.85,PG,1701042213
299,alice springs,-23.7,133.8833,78.35,50,15,1.14,AU,1701042213
300,san agustin de valle fertil,-30.6335,-67.4682,80.19,38,3,15.21,AR,1701042213
301,ndioum,16.5129,-14.6471,76.89,15,0,10.58,SN,1701042213
302,pershore,52.1116,-2.0759,49.46,96,100,5.01,GB,1701042213
303,xilin hot,43.9667,116.0333,7.93,94,99,5.55,CN,1701042214
304,nueva esperanza,15.2667,-87.6,83.82,97,50,4.23,HN,1701042197
305,san sebastian de la gomera,28.0916,-17.1133,70.16,68,100,4.61,ES,1701042214
306,bamboo flat,11.7,92.7167,82.49,83,40,5.75,IN,1701042214
307,saint-joseph,-21.3667,55.6167,70.47,73,16,4.47,RE,1701042214
308,polyarnyy,69.1989,33.4478,1.92,95,57,5.06,RU,1701042214
309,tsiombe,-25.3,45.4833,70.97,96,0,4.74,MG,1701042215
310,bahia blanca,-38.7196,-62.2724,65.82,60,88,8.01,AR,1701042215
311,tobelo,1.7284,128.0095,82.17,80,72,4.18,ID,1701042215
312,toamasina,-18.1667,49.3833,71.6,94,40,0.0,MG,1701042215
313,vorkuta,67.5,64.0,-3.19,100,93,2.86,RU,1701042215
314,ulsteinvik,62.3432,5.8487,35.76,74,6,5.01,NO,1701042215
315,kolonia town,6.964,158.206,84.2,84,100,6.91,FM,1701042215
316,kayangel,8.0823,134.7173,84.02,76,98,15.1,PW,1701042215
317,bulgan,48.8125,103.5347,2.3,96,68,3.76,MN,1701042216
318,port douglas,-16.4833,145.4667,82.04,69,56,5.88,AU,1701042115
319,arteche,12.2645,125.4048,80.35,89,60,8.9,PH,1701042216
320,urbano santos,-3.2078,-43.4036,76.51,81,41,4.61,BR,1701042216
321,mili,6.0815,171.735,83.05,80,84,19.08,MH,1701042216
322,sao joao da barra,-21.6403,-41.0511,75.29,77,100,5.73,BR,1701042216
323,constitucion,-35.3333,-72.4167,56.52,87,57,7.14,CL,1701042216
324,zeya,53.75,127.2667,-4.97,73,6,4.7,RU,1701042217
325,quellon,-43.1167,-73.6167,50.52,74,100,6.38,CL,1701042217
326,hasaki,35.7333,140.8333,50.29,69,11,4.92,JP,1701042217
327,khovd,48.0056,91.6419,16.93,73,9,1.05,MN,1701042147
328,atafu village,-8.5421,-172.5159,86.11,74,96,15.1,TK,1701042055
329,luganville,-15.5333,167.1667,87.64,58,76,7.65,VU,1701042217
330,olyokminsk,60.3736,120.4264,-0.26,88,100,11.34,RU,1701042217
331,brookings,44.3114,-96.7984,21.2,69,0,13.8,US,1701042217
332,tazovsky,67.4667,78.7,-2.78,97,88,10.58,RU,1701042218
333,austin,30.2672,-97.7431,53.62,46,0,18.41,US,1701042166
334,midvagur,62.0511,-7.1939,38.23,87,75,6.91,FO,1701042218
335,naryshkino,52.9678,35.7268,27.05,94,100,21.65,RU,1701042218
336,katsuura,35.1333,140.3,54.61,72,0,3.11,JP,1701042061
337,sarangani,5.4033,125.4636,82.85,76,78,12.03,PH,1701042218
338,vysokiy,58.35,60.05,32.77,98,100,6.64,RU,1701042218
339,fort mcmurray,56.7268,-111.381,15.39,85,100,4.61,CA,1701042118
340,callao,-12.0667,-77.15,74.71,73,0,14.97,PE,1701042218
341,labuan,5.2767,115.2417,79.16,89,20,3.44,MY,1701042219
342,vylkove,45.4021,29.586,31.69,78,100,21.27,UA,1701042219
343,port lincoln,-34.7333,135.8667,62.83,69,100,17.0,AU,1701042219
344,panacan,9.2463,118.4082,82.08,81,78,4.9,PH,1701042219
345,sur,22.5667,59.5289,74.28,59,21,1.61,OM,1701042219
346,northam,51.0333,-4.2167,56.66,95,100,15.75,GB,1701042219
347,baranovichi,53.1327,26.0139,18.93,93,53,12.35,BY,1701042219
348,wynyard,-41.0,145.7167,51.22,89,100,7.29,AU,1701042219
349,las khorey,11.1595,48.1967,79.36,70,54,8.5,SO,1701042220
350,bereznehuvate,47.3078,32.8499,28.76,94,100,32.06,UA,1701042220
351,nadym,65.5333,72.5167,-1.57,100,94,6.31,RU,1701042220
352,qaqortoq,60.7167,-46.0333,19.76,92,100,5.75,GL,1701042220
353,saint-denis,48.9167,2.3333,42.96,78,100,12.66,FR,1701042220
354,andratx,39.5755,2.4202,56.62,78,93,11.32,ES,1701042220
355,corinth,37.9407,22.9573,49.89,47,2,8.32,GR,1701042182
356,robore,-18.3333,-59.75,81.66,63,74,2.44,BO,1701042221
357,bull savanna,17.8868,-77.5902,77.05,84,29,8.48,JM,1701042221
358,yulinshi,38.2906,109.7494,32.88,44,3,13.42,CN,1701042221
359,kruisfontein,-34.0033,24.7314,63.25,86,16,7.18,ZA,1701042221
360,dogondoutchi,13.6393,4.0287,78.21,63,100,8.99,NE,1701042221
361,jeremie,18.65,-74.1167,79.77,80,76,0.94,HT,1701042221
362,gizo,-8.103,156.8419,83.28,75,79,0.74,SB,1701042221
363,pangody,65.85,74.4859,6.33,97,94,7.65,RU,1701042222
364,bodden town,19.2833,-81.25,84.2,83,20,6.91,KY,1701042222
365,arraial do cabo,-22.9661,-42.0278,73.26,78,74,16.2,BR,1701041966
366,patacamaya,-17.2333,-67.9167,47.98,84,81,10.22,BO,1701042222
367,kudat,6.8837,116.8477,78.73,94,99,2.3,MY,1701042222
368,derbent,42.0678,48.2899,58.5,56,0,1.48,RU,1701042222
369,santana,-0.0583,-51.1817,87.98,70,20,12.66,BR,1701042074
370,iguape,-24.7081,-47.5553,70.7,84,100,9.01,BR,1701042008
371,la'ie,21.6477,-157.9253,84.16,75,100,11.01,US,1701042222
372,bugiri,0.5714,33.7417,64.22,95,99,1.7,UG,1701042223
373,yuzhno-kurilsk,44.0306,145.8556,31.37,78,31,2.15,RU,1701042223
374,east london,-33.0153,27.9116,69.3,93,26,5.77,ZA,1701042223
375,dankalwa,11.7443,12.1867,78.64,21,30,8.16,NG,1701042223
376,itamaraca,-7.7478,-34.8256,82.45,71,0,4.59,BR,1701042223
377,fomeque,4.488,-73.8975,68.76,99,53,2.19,CO,1701042223
378,sinazongwe,-17.2614,27.4618,80.22,61,46,6.87,ZM,1701042223
379,sisimiut,66.9395,-53.6735,24.28,95,100,9.82,GL,1701042224
380,sanghar,26.0466,68.9481,63.19,67,5,5.17,PK,1701042224
381,maragogi,-9.0122,-35.2225,76.57,71,0,5.35,BR,1701041982
382,nantucket,41.2835,-70.0995,46.54,82,75,13.8,US,1701042224
383,yibin,28.7667,104.6238,58.23,89,9,0.98,CN,1701042224
384,makurazaki,31.2667,130.3167,59.54,86,99,9.24,JP,1701042224
385,st. john's,47.5649,-52.7093,35.15,82,100,4.61,CA,1701042043
386,shimoda,34.6667,138.95,55.76,67,0,7.83,JP,1701042224
387,kralendijk,12.15,-68.2667,82.38,83,75,13.8,BQ,1701042224
388,revda,56.801,59.9303,33.12,82,100,6.13,RU,1701042225
389,wellington,-41.2866,174.7756,64.56,74,27,17.27,NZ,1701042110
390,veraval,20.9,70.3667,73.54,75,0,9.44,IN,1701042225
391,tafuna,-14.3358,-170.72,82.8,81,69,18.16,AS,1701042225
392,beterou,9.1992,2.2586,75.54,77,100,2.21,BJ,1701042225
393,lata,40.1629,-8.3327,57.81,95,89,0.6,PT,1701042225
394,cidreira,-30.1811,-50.2056,68.29,83,5,14.32,BR,1701042225
395,chincha alta,-13.4099,-76.1323,68.59,85,30,2.37,PE,1701042225
396,ujae,8.9322,165.7642,82.38,80,56,20.89,MH,1701042226
397,portland,45.5234,-122.6762,52.38,50,40,13.0,US,1701042124
398,suntar,62.1444,117.6319,3.16,94,100,8.3,RU,1701042226
399,toro,4.6117,-76.0814,83.08,95,34,3.96,CO,1701042226
400,pala,9.3642,14.9046,79.47,24,73,4.85,TD,1701042226
401,north lakhimpur,27.2333,94.1167,59.38,50,53,3.11,IN,1701042226
402,george town,5.4112,100.3354,78.73,92,20,3.44,MY,1701042178
403,kabwe,-14.4469,28.4464,66.78,83,100,3.49,ZM,1701042226
404,freetown,8.484,-13.2299,79.43,78,15,3.53,SL,1701042227
405,rakops,-21.0167,24.3333,84.61,22,32,14.12,BW,1701042227
406,kangaba,11.9333,-8.4167,76.86,59,40,3.53,ML,1701042227
407,masina,-4.3836,15.3914,72.03,95,95,1.12,CD,1701042227
408,seguin,29.5688,-97.9647,55.0,47,99,3.0,US,1701042227
409,nemuro,43.3236,145.575,36.72,55,45,8.99,JP,1701042227
410,kwang binh,17.4833,106.6,72.57,84,97,10.92,VN,1701042227
411,knyaze-volkonskoye,48.4642,135.4567,0.28,96,23,5.99,RU,1701042227
412,peniche,39.3558,-9.3811,54.45,71,86,5.55,PT,1701042228
413,tarawa,1.419,172.984,86.09,79,75,4.61,KI,1701042228
414,khemisset,33.6667,-6.25,53.29,88,64,1.81,MA,1701042228
415,darwin,-12.4611,130.8418,87.78,66,40,3.44,AU,1701042228
416,south valley,35.0101,-106.6781,45.07,43,20,0.0,US,1701042228
417,porto novo,6.4965,2.6036,75.02,88,100,2.95,BJ,1701042228
418,vadso,70.0744,29.7487,28.56,74,75,9.22,NO,1701042228
419,sao jose da coroa grande,-8.8978,-35.1478,76.68,71,0,5.97,BR,1701042229
420,sabang,5.8933,95.3214,76.68,89,100,7.34,ID,1701042120
421,sodankyla,67.4167,26.6,-9.38,100,91,2.82,FI,1701042229
422,beolgyo,34.8449,127.3429,46.9,58,95,1.01,KR,1701042229
423,hafnarfjordur,64.0671,-21.9377,42.67,87,75,9.22,IS,1701042229
424,vanimo,-2.6741,141.3028,83.77,72,99,3.31,PG,1701042229
425,naqadeh,36.9553,45.388,45.1,77,54,5.53,IR,1701042229
426,susuman,62.7833,148.1667,-7.82,98,100,5.48,RU,1701042229
427,bazarak,35.3129,69.5152,40.01,41,34,9.78,AF,1701042230
428,ayabaca,-4.6398,-79.7149,60.39,64,94,3.2,PE,1701042230
429,zaragoza,41.6561,-0.8773,50.49,62,0,2.3,ES,1701042230
430,el calafate,-50.3408,-72.2768,47.43,49,5,7.36,AR,1701042230
431,yinzhu,35.8786,119.9753,42.62,68,0,5.97,CN,1701042230
432,kaa-khem,51.6833,94.7333,10.4,96,100,1.43,RU,1701042230
433,furtwangen,48.05,8.2,30.16,87,100,3.29,DE,1701042230
434,punta de bombon,-17.1717,-71.7931,67.3,85,91,4.79,PE,1701042230
435,reggane,26.7158,0.1714,61.47,24,33,9.55,DZ,1701042231
436,aykhal,66.0,111.5,-6.68,100,98,8.81,RU,1701042139
437,conde,-7.2597,-34.9075,80.06,74,75,10.36,BR,1701042231
438,cohoes,42.7742,-73.7001,43.79,74,100,5.99,US,1701042231
439,isangel,-19.55,169.2667,82.51,61,75,5.75,VU,1701042231
440,micheweni,-4.9667,39.8333,80.55,77,100,4.54,TZ,1701042231
441,hilo,19.7297,-155.09,80.33,73,20,8.05,US,1701041942
442,gantang,26.92,119.6333,61.54,78,0,1.86,CN,1701042232
443,faya-largeau,17.9257,19.1043,73.96,18,39,22.1,TD,1701042232
444,santo antonio,-6.3106,-35.4789,75.34,72,0,9.01,BR,1701042232
445,amos,48.5669,-78.1162,28.74,96,100,8.97,CA,1701042232
446,greater sudbury,46.49,-80.99,33.06,97,100,6.33,CA,1701042032
447,gilgit,35.9221,74.3087,51.42,51,100,4.76,PK,1701042232
448,neryungri,56.6709,124.6491,-8.79,92,100,9.84,RU,1701042232
449,arroyo,41.6096,-4.7969,49.21,73,93,4.61,ES,1701042232
450,tura,25.5198,90.2201,57.88,73,40,3.91,IN,1701042233
451,magadan,59.5667,150.8,-2.47,80,99,8.52,RU,1701042233
452,ebaye,8.7748,167.7392,86.02,74,40,21.85,MH,1701042233
453,zardob,40.2183,47.7083,58.6,40,0,8.46,AZ,1701042233
454,buala,-8.145,159.5921,83.5,78,95,7.99,SB,1701042233
455,ratnagiri,16.9833,73.3,77.2,83,0,5.35,IN,1701042233
456,kangding,30.0513,101.9603,36.95,37,0,9.15,CN,1701042155
457,bereeda,11.8704,51.0579,79.74,71,61,7.85,SO,1701042233
458,timimoun,29.2639,0.231,59.38,25,0,8.05,DZ,1701042234
459,egilsstadir,65.2653,-14.3948,24.71,93,0,2.3,IS,1701042234
460,trinidad,-14.8333,-64.9,76.98,94,75,3.44,BO,1701042234
461,kyaukse,21.6,96.1333,66.16,86,72,2.68,MM,1701042234
462,horta,38.5333,-28.6333,64.02,97,99,15.01,PT,1701042234
463,dzhalagash,45.0833,64.6667,49.44,43,100,10.89,KZ,1701042234
464,juneau,58.3019,-134.4197,46.4,97,100,13.8,US,1701042021
465,villa regina,-39.1,-67.0667,81.99,15,55,16.98,AR,1701042235
466,khujner,23.7833,76.6,59.45,82,100,10.89,IN,1701042235
467,dabeiba,7.0017,-76.2672,73.18,96,75,1.92,CO,1701042235
468,emure-ekiti,7.4361,5.4593,71.76,97,100,1.59,NG,1701042235
469,wad medani,14.4012,33.5199,83.52,26,49,8.66,SD,1701042235
470,zouerate,22.7187,-12.4521,63.63,24,0,7.05,MR,1701042235
471,bayanhongor,46.7167,100.1167,-2.74,84,5,4.52,MN,1701042235
472,frutigen,46.5878,7.6475,34.14,85,100,2.93,CH,1701042235
473,pariaman,-0.619,100.12,77.05,84,100,3.11,ID,1701042236
474,undurkhaan,47.3194,110.6556,2.79,71,17,14.72,MN,1701042236
475,soio,-6.1349,12.3689,80.85,83,100,9.4,AO,1701042236
476,hirara,24.8,125.2833,75.06,73,75,12.66,JP,1701042236
477,lauro de freitas,-12.8944,-38.3272,80.62,65,40,9.22,BR,1701042236
478,portage la prairie,49.9728,-98.2926,9.9,55,91,14.76,CA,1701042236
479,havre,49.5833,0.3333,44.37,87,100,14.97,FR,1701042236
480,zavetnoye,47.1194,43.8903,47.71,76,100,19.19,RU,1701042237
481,jinghong,21.991,100.7341,59.83,89,37,2.48,CN,1701042237
482,as sulayyil,20.4607,45.5779,70.05,42,25,4.83,SA,1701042237
483,huayucachi,-12.1333,-75.2333,55.6,80,93,5.55,PE,1701042237
484,jayapura,-2.5333,140.7,81.79,71,100,4.43,ID,1701042237
485,holualoa,19.6228,-155.9522,78.64,78,20,13.8,US,1701042237
486,opuwo,-18.0607,13.84,76.06,59,93,3.96,,1701042237
487,kidal,18.4411,1.4078,70.81,13,10,3.31,ML,1701042237
488,khilok,51.3674,110.4676,1.67,92,87,8.39,RU,1701042238
489,mushie,-3.0167,16.9,72.66,95,100,0.2,CD,1701042238
490,yatou,37.15,122.3833,41.27,85,12,5.75,CN,1701042238
491,mejit,10.2753,170.8646,81.66,77,54,21.94,MH,1701042238
492,nyala,12.05,24.8833,78.13,21,21,10.09,SD,1701042238
493,oneonta,42.4529,-75.0638,42.3,99,99,13.56,US,1701042135
494,page,36.9147,-111.4558,44.38,38,0,5.01,US,1701041957
495,annaba,36.9,7.7667,48.16,93,0,3.44,DZ,1701042237
496,hami,42.8,93.45,35.11,43,93,7.34,CN,1701042239
497,prince george,53.9166,-122.753,35.04,94,100,2.3,CA,1701042239
498,severnoye,56.3491,78.3619,30.97,97,96,8.01,RU,1701042239
499,nar'yan-mar,67.6713,53.087,-5.13,100,76,5.68,RU,1701042239
500,fort st. john,56.2499,-120.8529,31.89,74,75,6.91,CA,1701042216
501,mwene-ditu,-7.0,23.45,65.77,98,100,4.05,CD,1701042239
502,myitkyina,25.3833,97.4,55.92,80,2,2.64,MM,1701042239
503,mumford,5.2618,-0.759,75.94,90,100,5.28,GH,1701042239
504,usogorsk,63.4106,48.6872,-0.65,99,88,4.09,RU,1701042126
505,newman,37.3138,-121.0208,60.3,44,99,1.01,US,1701042114
506,boundiali,9.5217,-6.4869,78.42,62,90,1.07,CI,1701042240
507,abadan,30.3392,48.3043,66.15,82,0,4.61,IR,1701042240
508,dunedin,-45.8742,170.5036,55.8,77,100,4.0,NZ,1701041967
509,vilyuchinsk,52.9306,158.4028,17.92,75,35,7.14,RU,1701042240
510,dobrich,43.5667,27.8333,31.42,87,76,15.48,BG,1701042240
511,sao miguel do araguaia,-13.275,-50.1628,72.43,93,97,7.92,BR,1701042146
512,pisco,-13.7,-76.2167,69.85,73,0,18.41,PE,1701042241
513,puerto madero,14.7208,-92.4215,86.2,84,40,0.0,MX,1701042241
514,ta`u,-14.2336,-169.5144,82.4,83,64,18.34,AS,1701042241
515,al kharijah,25.4514,30.5464,60.91,35,39,8.19,EG,1701042241
516,karkira,36.9292,6.5856,53.64,75,0,5.48,DZ,1701042241
517,acapulco de juarez,16.8634,-99.8901,85.82,74,75,8.05,MX,1701041984
518,macia,-25.0269,33.0989,70.63,98,11,1.74,MZ,1701042241
519,kununurra,-15.7667,128.7333,82.38,74,52,3.44,AU,1701042007
520,woolgoolga,-30.1106,153.2007,85.05,33,15,3.98,AU,1701042242
521,creil,49.2567,2.4848,42.62,70,100,10.2,FR,1701042242
522,ruteng,-8.6136,120.4721,70.79,72,99,1.07,ID,1701042242
523,eyl,7.9803,49.8164,77.14,81,81,10.87,SO,1701042242
524,catumbela,-12.4314,13.5472,79.38,85,100,6.4,AO,1701042242
525,ghadamis,30.1337,9.5007,57.45,42,86,8.72,LY,1701042242
526,enriquillo,17.9,-71.2333,80.28,85,76,8.75,DO,1701042242
527,brisas de zicatela,15.8369,-97.0419,84.72,54,40,6.91,MX,1701042243
528,new norfolk,-42.7826,147.0587,53.92,43,29,2.62,AU,1701042243
529,laborde,-33.1532,-62.8566,77.83,35,30,9.69,AR,1701042243
530,chhatak,25.0333,91.6667,67.84,37,27,6.31,BD,1701042243
531,laela,-8.5667,32.05,62.74,93,100,3.02,TZ,1701042243
532,waddan,29.1614,16.139,54.01,53,23,2.24,LY,1701042244
533,korkuteli,37.065,30.1957,43.47,82,62,9.78,TR,1701042244
534,morehead city,34.7229,-76.726,51.8,87,75,4.61,US,1701042220
535,sidi khaled,34.387,4.9879,51.48,54,2,2.15,DZ,1701042244
536,floro,61.5996,5.0328,41.97,75,1,9.22,NO,1701042244
537,samarinda,-0.5,117.15,77.76,92,99,3.83,ID,1701042244
538,dhari,21.3333,71.0167,68.54,96,10,3.67,IN,1701042244
539,novyy urengoy,66.0833,76.6333,6.53,96,96,7.94,RU,1701042082
540,koundara,12.4833,-13.3,75.36,47,0,4.25,GN,1701042245
541,labytnangi,66.6572,66.4183,-6.99,98,69,3.87,RU,1701042245
542,kushikino,31.7167,130.2667,56.66,86,100,4.81,JP,1701042245
543,zhangjiajie,29.1294,110.4783,53.17,93,0,2.42,CN,1701042245
544,senanga,-16.1167,23.2667,70.9,72,88,2.48,ZM,1701042245
545,netley,50.8763,-1.354,51.91,96,100,5.01,GB,1701042245
546,altamont,42.2068,-121.7372,44.44,45,0,4.61,US,1701042245
547,imbituba,-28.24,-48.6703,65.23,99,96,3.2,BR,1701042246
548,russkaya polyana,49.417,31.9201,29.43,95,100,28.19,UA,1701042246
549,sola,-13.8833,167.55,79.9,84,83,17.67,VU,1701042246
550,dhidhdhoo,6.8833,73.1,84.25,71,72,17.13,MV,1701042246
551,vredendal,-31.6683,18.5012,61.66,80,2,4.63,ZA,1701042246
552,mont-dore,-22.2833,166.5833,87.78,99,56,12.77,NC,1701042246
553,sougueur,35.1857,1.4961,37.53,75,0,3.44,DZ,1701042247
554,nishinoomote,30.7333,131.0,64.96,94,75,5.75,JP,1701042247
555,eirunepe,-6.6603,-69.8736,71.96,92,100,1.1,BR,1701042247
556,tocopilla,-22.092,-70.1979,67.14,68,21,6.67,CL,1701042247
